source,section,raw_title,url
The Art Newspaper Russia,shows,"Выставки Федор Шехтель: «живой человек, а не эфемерный мастер» Большая ретроспектива самого знаменитого творца московского модерна показывает, как Шехтелю удавалось сочетать в своих работах полет фантазии и изысканную декоративность с новейшими архитектурными технологиями 22.06.2026",https://www.theartnewspaper.ru/posts/20260622-lphg
The Art Newspaper Russia,shows,"Выставки В Музее театра и музыки пригласили в мастерскую театрального художника В Шереметевском дворце проходит выставка о мастерах, которые обычно остаются «за кадром», но самым прямым образом влияют на наше восприятие театральных постановок 18.06.2026",https://www.theartnewspaper.ru/posts/20260618-nifz
The Art Newspaper Russia,shows,"Выставки Вера Мухина: валькирия советского ар-деко Сразу две выставки, посвященные великой художнице, открылись в Москве — без привязки к какой-либо круглой дате. Впрочем, творчество Веры Мухиной заслуживает того, чтобы говорить о нем с двойным усердием 17.06.2026",https://www.theartnewspaper.ru/posts/20260617-fzdr
The Art Newspaper Russia,shows,"Нижний Новгород Россия Выставка о выставке, или Картинки с «Великой Всероссийской» Пакгауз на стрелке Волги и Оки вспомнил, что служил каркасом для павильона Всероссийской выставки. До ноября здесь открыт портал в 1896 год: сохранившиеся артефакты, щедро приправленные мультимедийными технологиями, переносят нас на 130 лет назад 16.06.2026",https://www.theartnewspaper.ru/posts/20260616-gamr
The Art Newspaper Russia,shows,"Санкт-Петербург Россия Два Маковских: разные, но равновеликие художники В Санкт-Петербурге, в Музее Фаберже, проходит ретроспективная выставка «Константин и Владимир Маковские. Любовь земная и любовь небесная», рассказывающая о творческом пути двух великих братьев 15.06.2026",https://www.theartnewspaper.ru/posts/20260615-gsdy
The Art Newspaper Russia,shows,"Выставки Женщины-фотографы Баухауса оказались в фокусе Не только текстиль: в берлинском Музее фотографии представили около 300 снимков, сделанных женщинами, которые учились или работали в немецкой школе Баухаус и в Новом Баухаусе, открывшемся в Чикаго в 1933 году 11.06.2026",https://www.theartnewspaper.ru/posts/20260611-ifdo
The Art Newspaper Russia,shows,"Выставки Выставка пастели: искусство, которое боится всего на свете (и света тоже) Третьяковская галерея показывает шедевры, созданные в редкой и уязвимой технике пастели: крестьянские образы Венецианова, «элегантный графизм» Серова, почти трехмерного Врубеля и эксперименты авангардистов 10.06.2026",https://www.theartnewspaper.ru/posts/20260610-fqvc
The Art Newspaper Russia,shows,"Выставки Новый шанс познакомиться с греческой частью коллекции Георгия Костаки В Афинах проходит выставка работ из знаменитого собрания Костаки. «Русский авангард» препарировали: теперь указывают национальности авторов — от латыша Клуциса до Малевича, родившегося на Украине в польской семье 09.06.2026",https://www.theartnewspaper.ru/posts/20260608-msrp
The Art Newspaper Russia,shows,"Выставки Север на двух этажах: от перемещения народов до портовой инфраструктуры В красноярском Музейном центре «Площадь Мира» представили «Идею Севера» — выставку о северных территориях. Она включает этнографические предметы, экспедиционные карты, портреты в полярную ночь, интерактивные элементы и работы современных художников 09.06.2026",https://www.theartnewspaper.ru/posts/20260608-awvm
The Art Newspaper Russia,shows,"Выставки Берлинское завещание Константина Горбатова Выставка к 150-летию уроженца Ставрополя рассказывает историю его художественного наследия, которая началась в июне 1945 года в его квартире в Берлине и вот уже более 60 лет продолжается в музее «Новый Иерусалим» 08.06.2026",https://www.theartnewspaper.ru/posts/20260608-olsm
The Art Newspaper Russia,shows,"Выставки «Собор святых» в Нижнем Новгороде: сказание о реставрации Не Пермью единой: семь десятков редчайших образцов деревянной скульптуры из храмов Нижегородской области показывают в местном кремле, в Манеже. Из них 47 экспонатов перед выставкой прошли реставрацию в Центре им. Грабаря 08.06.2026",https://www.theartnewspaper.ru/posts/20260608-bdxf
The Art Newspaper Russia,shows,"Выставки Реди-мейды, реплики, повторы: Марсель Дюшан как изобретатель Первая за более чем полвека крупная выставка знаменитого концептуалиста в США разъясняет новому поколению зрителей мультисенсорное искусство Дюшана и его привычку заново создавать одни и те же произведения 04.06.2026",https://www.theartnewspaper.ru/posts/20260604-dpkb
The Art Newspaper Russia,shows,"Выставки Стиль и свобода: 40 лет «антверпенской шестерке» MoMu чествует земляков выставкой, посвященной юбилею прорыва выпускников местной академии на Лондонской неделе моды. Проект погружает в бурлящую творческую экосистему 1980‑х, когда энергия коллабораций объединяла фотографов, стилистов и дизайнеров 03.06.2026",https://www.theartnewspaper.ru/posts/20260603-xhcn
The Art Newspaper Russia,shows,"Выставки Сергей Филатов: «выпаривание» скрытого шума из мнимой тишины В арт-пространстве «Артемьев» проходит выставка известного саунд-художника Сергея Филатова «Экстракт звука», посвященная переводу очень-очень тихого и даже, казалось бы, беззвучного в слышимый диапазон 02.06.2026",https://www.theartnewspaper.ru/posts/20260602-hage
The Art Newspaper Russia,shows,"Выставки Филиал Третьяковской галереи в Самаре показывает Волгу Выставка собрала 70 работ полусотни художников, прибывших как из головной галереи, так и из Русского музея, музеев Астрахани, Нижнего Новгорода, Ярославля и других городов, преимущественно расположенных вдоль великой реки 02.06.2026",https://www.theartnewspaper.ru/posts/20260602-apmv
The Art Newspaper Russia,shows,Выставки Ротко во Флоренции: диалоги с Микеланджело и Джотто Очередная выставка американского абстракциониста в Европе посвящена влиянию на него итальянского искусства: 70 произведений в Палаццо Строцци и ряд работ в Сан‑Марко и библиотеке Лауренциана демонстрируют связь художника с традициями Возрождения 02.06.2026,https://www.theartnewspaper.ru/posts/20260602-oism
The Art Newspaper Russia,shows,"Выставки Художники и фотография: Родченко, Инфанте и внезапно Айвазовский Фотография — это искусство? Камера в руках мастера — такой же инструмент, как и кисть? На эти до сих пор актуальные вопросы поможет ответить выставка «Художники и фотография» в Центре визуальной культуры Béton 01.06.2026",https://www.theartnewspaper.ru/posts/20260601-kxfc
The Art Newspaper Russia,shows,"Выставки Соловьи поют, заливаются: Суздаль стал пространством диалога Творческое сообщество МИРА отметит четырехлетие 30 мая открытием проекта «Когда поют соловьи», который будет представлен сразу на нескольких площадках: в МИРА центре, «Ларце» и «Аквариуме» 29.05.2026",https://www.theartnewspaper.ru/posts/20260529-otsh
The Art Newspaper Russia,shows,"Выставки Ускользающие феномены московской живописной школы Классическая живопись вновь обретает актуальность и триумфально возвращается на российскую арт-сцену — считают кураторы выставки «Феномены» в ММОМА на Петровке, 25, Анна Арутюнян и Андрей Егоров 28.05.2026",https://www.theartnewspaper.ru/posts/20260528-pxcb
The Art Newspaper Russia,shows,Выставки Дима Retro: между свободным падением и двойным дном «Последняя капля» — именно так парадоксальным образом называется первая персональная выставка петербургского граффити-райтера Димы Retro в галерее Ruarts. В ней он исследует хрупкость и уязвимость процессов восприятия 27.05.2026,https://www.theartnewspaper.ru/posts/20260527-nbxp
The Art Newspaper Russia,shows,Выставки Квэбуль: монументальное буддийское искусство в музейном пространстве Выставка в Национальном музее Кореи представляет редкую возможность увидеть знаменитый свиток начала XVIII века с изображением Будды. Квэбуль размером 8 на 6 м на время покинул храм Бончжонса в древнем городе Андон 27.05.2026,https://www.theartnewspaper.ru/posts/20260527-twdr
The Art Newspaper Russia,shows,"Выставки «Катеринушка, друг сердешный»: в Эрмитаже чествуют первую русскую императрицу Идея выставки «Екатерина I», по словам ее создателей, состоит в том, чтобы показать судьбу женщины из низов, волею царя вознесенной на самый верх. Это правда: Петр I умел ценить людей, невзирая на их происхождение 25.05.2026",https://www.theartnewspaper.ru/posts/20260525-hpzx
The Art Newspaper Russia,shows,"Выставки Выставка «Дом 21»: как Центр «Зотов» превратился в настоящий «богемский приют» Залы экспозиции стилизованы под квартиры-мастерские ВХУТЕМАСа по адресу: Мясницкая, 21. Посетителей ждет воображаемое путешествие в гости к Александру Родченко и Варваре Степановой, Александру Древину и Надежде Удальцовой и другим художникам 20.05.2026",https://www.theartnewspaper.ru/posts/20260520-jlkm
The Art Newspaper Russia,shows,"Выставки Беатриса Сандомирская — миссионер от авангарда в Пушкинском Выставка впервые показывает творчество художницы под углом мирового модернизма, заставляя сравнивать ее работы с такими скульпторами, как Константин Бранкузи или Хана Орлова, или оценивать наравне хотя бы с той же Верой Мухиной, канонизированной в СССР 19.05.2026",https://www.theartnewspaper.ru/posts/20260519-vzdg
The Art Newspaper Russia,shows,"Выставки «Москва — космос — Владивосток»: как почувствовали оттепель на Дальнем Востоке Выставочный проект, придуманный кураторами московского Центра Вознесенского, исследует социальные и культурные процессы оттепели 1950–1960-х годов применительно к конкретным точкам на карте. Первой стал Владивосток 14.05.2026",https://www.theartnewspaper.ru/posts/20260514-gnep
The Art Newspaper Russia,shows,"Выставки Как Мстёра из оплота иконописи превратилась было в оплот авангарда, но не навсегда Выставка «Свомас: Свободные мастерские авангарда» собрала в Суздальском кремле свыше 200 экспонатов, рассказывающих о революционных трансформациях старинного села Мстёра, поместившихся в короткий промежуток времени в 1920-х годах 13.05.2026",https://www.theartnewspaper.ru/posts/20260513-nxpm
The Art Newspaper Russia,shows,"Венецианская биеннале Карнавал со слезами на глазах: основной проект биеннале в Венеции Основной проект 61-й Венецианской биеннале, выставка «В минорном ключе», хоть и говорит о грустных вещах, выглядит при этом по-праздничному. Главный редактор нашей газеты Милена Орлова прочувствовала ее атмосферу 12.05.2026",https://www.theartnewspaper.ru/posts/20260512-yonz
The Art Newspaper Russia,shows,"Выставки Анри Руссо: путь Таможенника от насмешек к признанию Ретроспектива в Музее Оранжери, объединившая две коллекции Анри Руссо — из Парижа и из Филадельфии, показывает, что «наивный» художник был не таким уж и наивным, когда речь шла о поиске клиентов. Впрочем, при жизни успех ему не сопутствовал 06.05.2026",https://www.theartnewspaper.ru/posts/20260506-hujw
The Art Newspaper Russia,shows,"Выставки Триумфальное возвращение Михаэлины Вотье В Лондоне, в Королевской академии художеств, открылась ретроспектива забытой фламандской художницы XVII века, большинство работ которой были утрачены, убраны в запасники или атрибутированы другим живописцам 05.05.2026",https://www.theartnewspaper.ru/posts/20260505-xmbt
The Art Newspaper Russia,shows,"Выставки Радость человеческого общения в двух экспозициях Ренуара В Музее Орсе — параллельная программа. Открывшиеся в один день выставки «Ренуар и любовь. Жизнерадостный модерн» и «Рисунки Ренуара» призваны продемонстрировать, что творчество художника далеко не ограничивалось «милыми картинками» 05.05.2026",https://www.theartnewspaper.ru/posts/20260505-wnte
The Art Newspaper Russia,shows,"Выставки «Переход» Татьяны Назаренко: призраки 1990-х ожили в «Гараже» В открытом хранении музея «Гараж» пополнение. Один новый проект, объединивший литературные и визуальные эксперименты в работах художниц и поэтесс, и один классический — знаменитая инсталляция Татьяны Назаренко 30-летней давности 30.04.2026",https://www.theartnewspaper.ru/posts/20260430-achr
The Art Newspaper Russia,shows,"Выставки Русский музей показывает Шишкина На выставке «Русский лес» можно увидеть знаменитейших так называемых «Мишек» и «Рожь», но не только: здесь собрано все лучшее из наследия Ивана Шишкина из разных музеев и частных коллекций 29.04.2026",https://www.theartnewspaper.ru/posts/20260429-txkh
The Art Newspaper Russia,shows,Выставки «ИнГаллери» отправилась в космическую одиссею Выставка живописных работ Андрея Новикова «Озимандия» исследует тему памяти и путь цивилизации от зарождения до угасания 29.04.2026,https://www.theartnewspaper.ru/posts/20260430-gvib
The Art Newspaper Russia,shows,"Выставки Центр Вознесенского начинает проект «Другая Оттепель» в регионах Во Владивостоке, в главном корпусе Музея им. Арсеньева, 30 апреля открывается выставка «Москва — космос — Владивосток. Графическое путешествие по оттепели на Дальнем Востоке» 28.04.2026",https://www.theartnewspaper.ru/posts/20260428-gvsi
The Art Newspaper Russia,shows,"Выставки В Музее имени Андрея Рублева рассказывают о высоком иконостасе Расположение икон, полностью скрывающее алтарь, типично для подавляющего большинства наших храмов, от больших соборов до сельских церквей. Высокий иконостас — уникальное явление в мировой христианской культуре, в эпоху позднего Средневековья встречавшееся только на Руси 27.04.2026",https://www.theartnewspaper.ru/posts/20260427-fwfu
The Art Newspaper Russia,shows,"Выставки Иван Плющ и Ольга Тобрелутс: столкновение смыслов обошлось без жертв Русские художники в американском музее представили выставку, которая строится на диалоге не только двух авторов, но и двух миров — видимого и невидимого. Кульминацией этого диалога становится диптих-видео, где картины оживают 23.04.2026",https://www.theartnewspaper.ru/posts/20260423-cogw
The Art Newspaper Russia,shows,Выставки KGallery обратилась к неисчерпаемой теме оттепели Выставка «Долгая счастливая жизнь» посвящена короткому и легендарному периоду в художественной жизни Ленинграда между выставкой Пикассо в Эрмитаже в 1956 году и вечером творческой молодежи в Доме писателя в 1968-м 22.04.2026,https://www.theartnewspaper.ru/posts/20260422-lpjp
The Art Newspaper Russia,shows,"Выставки ММОМА отвечает на вопрос, что ХХ век сделал с пространством Выставка в рамках долгоиграющей программы Московского музея современного искусства «Коллекция. Точка обзора» представляет исследование понимания пространства в искусстве ХХ — начала XXI века. Проект «Меры пространства» ставит вопросы о его бесконечности и изменчивости 21.04.2026",https://www.theartnewspaper.ru/posts/20260421-mfmr
The Art Newspaper Russia,shows,"Выставки Музей русского импрессионизма покажет свои проекты за пределами Москвы Свой юбилейный, десятый год музей отметит выставками в регионах страны, от Владивостока до Великого Новгорода 20.04.2026",https://www.theartnewspaper.ru/posts/20260420-paax
The Art Newspaper Russia,shows,"Венецианская биеннале Патти Смит, Джим Джармуш и Брайан Ино участвуют в проекте Ватикана на биеннале в Венеции Выставка Святого престола «Ухо — глаз души», посвященная жизни и наследию бенедиктинской монахини, святой Хильдегарды Бингенской, пройдет на двух площадках — в саду церкви Скальци и в церкви Санта-Мария Аусилиатриче 16.04.2026",https://www.theartnewspaper.ru/posts/20260416-szxc
The Art Newspaper Russia,shows,"Выставки «ГЭС-2» пытается сыграть на понижение температуры После «Курса на Север» в Пушкинском и наряду с «Арктикой» в Третьяковке «ГЭС-2» представил собственное исследование холода. Его название, «Формулы вечности», отсылает, конечно, к «Снежной королеве». Кстати, на выставке есть и подходящий трон изо льда 16.04.2026",https://www.theartnewspaper.ru/posts/20260416-shpl
The Art Newspaper Russia,shows,"Выставки Скульптура на свалке, кофейня в избе и спасенная водонапорная башня В историческом здании прядильной фабрики в Иванове показывают выставку «Видимо-невидимо» о неочевидных культурных инициативах жителей области 16.04.2026",https://www.theartnewspaper.ru/posts/20260416-gpbc
The Art Newspaper Russia,shows,"Выставки Гармония в единстве с природой: живопись Эмили Карр Выставка Эмили Карр состоит из работ, изображающих ее родную Британскую Колумбию, преимущественно из фондов Художественной галереи Ванкувера, которая обладает крупнейшим в мире собранием произведений выдающейся представительницы канадского модернизма 15.04.2026",https://www.theartnewspaper.ru/posts/20260414-pqsn
The Art Newspaper Russia,shows,"Выставки Гвен Джон: тихая «рассказчица гармоний», о которой вы могли не знать Национальный музей Кардиффа проводит крупную ретроспективу Гвен Джон (1876–1939). Девяносто один год назад музей приобрел картину практически неизвестной тогда художницы всего за £20, а сегодня Джон числится в его коллекции едва ли не главной звездой 14.04.2026",https://www.theartnewspaper.ru/posts/20260414-hguv
The Art Newspaper Russia,shows,"Выставки Проект «Казань — Ташкент» рассказывает о татаро-узбекских пересечениях в искусстве ХХ века В Центре современной культуры «Смена» идет выставка «Казань — Ташкент. Пересечения в искусстве ХХ века» о взаимовлиянии и истории культурных связей между Татарстаном и Узбекистаном, рассказанной через судьбы ключевых героев и сюжетные линии 14.04.2026",https://www.theartnewspaper.ru/posts/20260414-mueh
The Art Newspaper Russia,shows,"Выставки Во-первых, это красиво. А во-вторых, нет Выставка «Красота и безобразие» в брюссельском Дворце изящных искусств Bozar показывает, как художники Италии и Северной Европы в последней четверти XV — XVI веке представляли крайности прекрасного и уродливого 10.04.2026",https://www.theartnewspaper.ru/posts/20260409-fomd
The Art Newspaper Russia,shows,"Москва Россия Великолепная красота: народный костюм из собрания Шабельской в «Царицыно» Кичка, сорока, венец, коруна — эти и другие предметы русской старины из прославленной коллекции Натальи Шабельской, впервые собранные из разных музеев России, показывают на большой выставке 09.04.2026",https://www.theartnewspaper.ru/posts/20260409-zkng
The Art Newspaper Russia,shows,"Москва Россия Тиль Уленшпигель: между высокой сатирой и хтоническим ужасом Новая выставка в Центре Вознесенского на сей раз посвящена теме, прекрасно освещенной в русской филологии и семиотике, но обычно ускользающей от внимания отечественных художников и искусствоведов по причине врожденной мрачности нашей нации 08.04.2026",https://www.theartnewspaper.ru/posts/20260408-eams
The Art Newspaper Russia,shows,"Выставки «Избранные страницы» Эрика Булатова в РОСИЗО раскрывают его творческий метод Первая посмертная выставка Эрика Булатова представляет живопись и графику из государственных музеев и частных собраний, а также подборку книг, проиллюстрированных мэтром 07.04.2026",https://www.theartnewspaper.ru/posts/20260407-zbwr
The Art Newspaper Russia,shows,"Москва Россия Ольга Чернышева: белый лист — посчитанная пауза Образам растительного листа и листа бумаги посвящена новая экспозиция Ольги Чернышевой в Центре AZ/ART — менее чем через год после того, как художница выставлялась с монументальным проектом «Улица Сна» в «ГЭС-2» 07.04.2026",https://www.theartnewspaper.ru/posts/20260407-vydy
The Art Newspaper Russia,shows,"Выставки Потомки Чингисхана обосновались в Кремле Новая выставка в Музеях Кремля, как всегда блещущая золотом и бриллиантами, на сей раз рассказывает совершенно непривычную историю — о том, как монголы оказались под игом московских государей и на протяжении столетий служили Руси 02.04.2026",https://www.theartnewspaper.ru/posts/20260402-uldu
The Art Newspaper Russia,shows,Крупным планом Юбилейная выставка Петра Кончаловского в Русском музее Накануне открытия выставки Петра Кончаловского «Сад в цвету» наша газета отобрала несколько картин художника и попросила специалиста по его творчеству Алису Любимову проследить по этим работам эволюцию художественной системы мастера 31.03.2026,https://www.theartnewspaper.ru/posts/20260331-iyie
The Art Newspaper Russia,shows,"Выставки Графика Люсьена Фрейда как ключ к секретам его творчества Национальная портретная галерея в Лондоне погрузилась в архив художника, чтобы исследовать менее известную сторону его наследия — графику. Результат: самая значительная на сегодняшний день выставка произведений Люсьена Фрейда на бумаге 31.03.2026",https://www.theartnewspaper.ru/posts/20260331-ziqq
The Art Newspaper Russia,shows,"Выставки Братья Чернецовы. Близнецы в художестве Камерная выставка в Третьяковской галерее напоминает зрителю о пейзажистах Григории и Никаноре Чернецовых, не то чтобы забытых, но отошедших в истории русского искусства на второй план — очевидно, зря 30.03.2026",https://www.theartnewspaper.ru/posts/20260330-jejw
The Art Newspaper Russia,shows,"Выставки Пушкинский музей покажет ранних Ларионова и Гончарову Проект «Ларионов / Гончарова. Начало» откроется в ГМИИ им. А.С.Пушкина в конце марта. Тема для выставки выбрана неожиданная — доавангардное творчество двух великих авангардистов, причем в основном графика 24.03.2026",https://www.theartnewspaper.ru/posts/20260323-fdku
The Art Newspaper Russia,shows,Выставки Дмитрий Шорин гнет свою линию Выставка Дмитрия Шорина в Stella Art Foundation приглашает поучаствовать в философском исследовании соотношения ценности оригинала и копии 20.03.2026,https://www.theartnewspaper.ru/posts/20260320-ctzu
The Art Newspaper Russia,shows,Выставки Выставка участников списка The Blueprint 100 открывается в LIMÉ Gallery Издание The Blueprint объявило финалистов своего ежегодного списка и анонсировало выставку лауреатов в LIMÉ Gallery на Кузнецком Мосту 19.03.2026,https://www.theartnewspaper.ru/posts/20260319-zmmh
The Art Newspaper Russia,shows,"Выставки Эпоха Неизвестного проходит перед глазами в Третьяковской галерее К 100-летию Эрнста Неизвестного Третьяковская галерея показывает ретроспективу, впервые собирающую его скульптуру, графику и живопись в цельный рассказ об эволюции художественного языка мастера 13.03.2026",https://www.theartnewspaper.ru/posts/20260313-xfra
The Art Newspaper Russia,shows,Выставки Наследие Ивана Клюна показывают в Екатеринбурге В Арт-галерее Ельцин Центра проходит выставка «Иван Клюн. Цветоформы. Постижение пространства» — исследование творчества одного из ключевых художников русского авангарда 12.03.2026,https://www.theartnewspaper.ru/posts/20260312-ukjr
The Art Newspaper Russia,shows,"Выставки «Под маской»: яркая выставка с ноткой декаданса Свой юбилейный, десятый год Музей русского импрессионизма решил начать с выставки, посвященной веселой теме — маскарадам и карнавалам. Впрочем, в сюжет проникло предчувствие гибели дореволюционной культуры 11.03.2026",https://www.theartnewspaper.ru/posts/20260311-hmdb
The Art Newspaper Russia,shows,"Выставки Выставка Фриды в Хьюстоне: эволюция суперзвезды Выставка прослеживает путь Фриды Кало от малоизвестной художницы, находившейся в тени своего мужа Диего Риверы, до фигуры с мировой славой и бренда, оказавшего влияние как на других художников, так и на поп-культуру 10.03.2026",https://www.theartnewspaper.ru/posts/20260310-ekvu
The Art Newspaper Russia,shows,"Выставки В Музее ДПИ вклад женщин в российский дизайн признали неоценимым Столетие развития российского декоративно-прикладного искусства и дизайна куратор Дарья Сережкина, заведующая Центром моды и дизайна при музее, представила только в женских лицах — и получилось убедительно 06.03.2026",https://www.theartnewspaper.ru/posts/20260305-yujb
The Art Newspaper Russia,shows,"Выставки В Центре «Зотов» изучают наследие великого кинематографиста Дзиги Вертова В начале прошлого века новое искусство кино еще не обладало собственным языком. Создатели выставки «Дзига Вертов. Киноглаз» показывают, как Вертов изобрел этот язык и как современные медиа пользуются его находками 06.03.2026",https://www.theartnewspaper.ru/posts/20260305-gtyy
The Art Newspaper Russia,shows,"Выставки Африканские стиляги учат радоваться жизни в любых обстоятельствах Выставка в центре Béton — откровение. Что мы знаем о фотографах Африки? Без натяжки можно ответить: ничего. А между тем конголезец Бодуэн Муанда выставляется в лучших залах мира, а Малик Сидибе вообще общепризнанный классик фотографии ХХ века 05.03.2026",https://www.theartnewspaper.ru/posts/20260305-oaoe
